Fuente;Mensaje;Etiqueta;Descripcion
TWEET;que tal te fue en la entrevista? Cuentamelo todo! Que te dijeron?;0;BAJO_RIESGO
TWEET;QUE TE QUIEROTE ADORO Y TE EXTRAÑO Y VIVES EN MI EN TODO MOMENTO Y AUNQUE LA GENTE NO QUIERA VAMOS A LLEGAR A VIEJOS JUNTOS … https://t.co/zQg5ZGEtot;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Que te vaya genial en la entrevista no olvides lo que hablamos yo creo en ti y aun si no te llaman pues ellos se lo pierden eres lo máximo Karo;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Quero que tengas una linda noche y dulces sueños descanza bebe;0;BAJO_RIESGO
TWEET;Quiéreme quiéreme como te quiero yo pa que te dure mi amor????;0;BAJO_RIESGO
TWEET;quiero abrazarte y decirte lo mucho que te amo;0;BAJO_RIESGO
COMENTARIO_FB;Quiero amarte desde el principio hasta el final de nuestras historias ¿aceptas?.;0;BAJO_RIESGO
COMENTARIO_FB;Quiero compartir mi vida contigo porque te amo y siempre lo haré.;0;BAJO_RIESGO
COMENTARIO_FB;Quiero decirte que te quiero y voy a demostrarlo toda mi vida.;0;BAJO_RIESGO
TWEET;Quiero estar en tu vida para siempre y dia a dia luchar para que nuestro amor siga creciendo luchar para que siempre podamos salir de todo juntos!  https://t.co/fg6Qz7gzYJ;0;BAJO_RIESGO
TWEET;"Quiero hacerme pasita a tu lado créeme que cada ""te amo"" es el más sincero del mundo sale de lo más profundo del corazón … https://t.co/FeyNRQDg3I";0;BAJO_RIESGO
TWEET;Quiero hacerte sentir lo que tu me haces sentir. Quiero que seas tan feliz como lo soy yo cuando te veo sonreír.;0;BAJO_RIESGO
COMENTARIO_FB;Quiero pensar que a esto te referías amor cuando me dijiste ayer que para dormirte pensabas en en mi :'v;0;BAJO_RIESGO
TWEET;quiero que funcione nuestra relación como pareja y voy a cuidarte con cada dia de mi vida!;0;BAJO_RIESGO
COMENTARIO_FB;Quiero que podamos vernos estar juntos y besarnos.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Quiero que seas mi esposa! No me importa nada buscaremos la forma estaremos bien viviremos juntos y siempre siempre te tendré entre mis brazos;0;BAJO_RIESGO
TWEET;Quiero que sepas que mi corazón en toda situación te va a quererque cuando te miro siento el amor más grande de todos <3;0;BAJO_RIESGO
COMENTARIO_FB;Quiero quedarme a tu lado hasta siempre Te amo”.;0;BAJO_RIESGO
TWEET;Quiero ser la persona que te levante cuando caigas que te dé las fuerzas para seguir ser quien seque tus lágrimas como tú me has arreglado tantas veces <3  https://t.co/JXuVPm0YHd;0;BAJO_RIESGO
TWEET;quiero verte bebé puedes ahorita? Te paso a buscar :D oh ya si no puedes no no te preocupes :(;0;BAJO_RIESGO
TWEET;quiero verte mi amor! Nos tomamos un café mas tarde? Habla! Yo te invito;0;BAJO_RIESGO
COMENTARIO_FB;Quisiera tenerte entre mis brazos pero solo puedo escribirte un te extraño.;0;BAJO_RIESGO
TWEET;Relájate estoy profundamente enamorado de ti y nadie puede cambiar eso.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;sabes algo? Mi novia es la mujer más hermosa que haya visto tan perfecta que no le haria caso a nadie mas que no fuese ella;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;sabes si me hablas de comida esto va a terminar mal es que soy muy quejoncito jajaja pero te quiero :3;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Se me está acabando la batería!! Tengo 20% :( No me quiero ir!!!! Quiero seguir contigo <3;0;BAJO_RIESGO
COMENTARIO_FB;seguiré tratando de dar lo mejor de mi para verte y ser feliz ??? ??????????tu mi ??yo tu??????;0;BAJO_RIESGO
COMENTARIO_FB;Sera por ti sonrisa o por tus ojos pero a diario pienso en ti.;0;BAJO_RIESGO
COMENTARIO_FB;Sera porque vives en mis recuerdos que sufro tanto si no estás a mi lado.;0;BAJO_RIESGO
TWEET;si amor y cuenta ¿Cómo fue tu día? ;0;BAJO_RIESGO
TWEET;Sí bebé descansa sí?? y no estés triste verás que todo se va a arreglar pronto tu tranquila todo va a salir bien https://t.co/udts4Cqtaj;0;BAJO_RIESGO
TWEET;si estás despierta pues buenas noches mi amor :) duerme bien y disfruta de la tortilla @yikesitspam;0;BAJO_RIESGO
TWEET;si estoy enamorado de ti es porque eres la elegida <3;0;BAJO_RIESGO
TWEET;Si hay alguien en quien puedo confiar es en ti preciosa sé que eres leal honesta y te admiraré por siempre ?;0;BAJO_RIESGO
COMENTARIO_FB;Si me dejas amarte te abrazaré tan fuerte que desearás quedarte para siempre.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;si me encuentras hoy en tus sueños es porque te fui a dar ese abrazo que necesitas cuando la pasas mal te amo!;0;BAJO_RIESGO
COMENTARIO_FB;Si me recuerdas abrázame fuerte en tus recuerdos porque te extraño mucho.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Si me voy del planeta nuestro amor nos sigue uniendo ;0;BAJO_RIESGO
TWEET;Si mi universo terminaste siendo tú cómo quieres que te olvide negrita? Jajaja te voy a cantar en tu balcón!;0;BAJO_RIESGO
TWEET;sí pero quería saber qué opinas tú con todo esto qué me recomiendas? Que puedo hacer preciosa?;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;si sorry es que me quedé dormido tu como estás? :D;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;sí todo bien con la banda no te preocupes oye vamos al cine mañana en la noche? Qué dices princesa?;0;BAJO_RIESGO
TWEET;Si tu eres feliz a mi me haces feliz :D;0;BAJO_RIESGO
COMENTARIO_FB;Si tu me amas como yo te amo y viceversa ya saben el final xd.??;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Siempre daré lo mejor de mí para verte feliz eso es todo lo que quiero. Tu eres mi vida;0;BAJO_RIESGO
TWEET;Siempre estás y siempre voy a estar a tu lado pase lo que pase <3;0;BAJO_RIESGO
COMENTARIO_FB;Siempre seras mi razón para seguir adelante.;0;BAJO_RIESGO
COMENTARIO_FB;Siempre te amaré amorcito     ;0;BAJO_RIESGO
COMENTARIO_FB;siempre te amaré mi amor Nallely Colunga García te amoo tanto ?;0;BAJO_RIESGO
COMENTARIO_FB;Siempre te recordare siempre te amare porque te has vuelto la dueña de mi corazón.;0;BAJO_RIESGO
COMENTARIO_FB;Siempre tendrás un lugar muy especial en mi corazón pues me enseñaste lo que significaba amar.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;sii y por ti por tu culpa es que me pierdo en miles de sueños que me ilusionan cada día!;0;BAJO_RIESGO
COMENTARIO_FB;Siii.... mi amor Tef Val eso y más deseo pasar contigo ????;0;BAJO_RIESGO
COMENTARIO_FB;Sin tu amor no se cómo continuar mi vida mis días no son días y mis noches parecen más oscuras.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;solo digo que nunca había querido a nadie como te quiero a ti! Tu eres mi vida Daniela !;0;BAJO_RIESGO
TWEET;Solo me haces falta tu para ser feliz me complementas;0;BAJO_RIESGO
TWEET;solo quería saber qué haciendo? Ya almorzaste? No? Por qué? Que pasó? :O Pero tienes que cuidarte te vaya a dar gastritis :( Ten cuidado si? :D;0;BAJO_RIESGO
TWEET;Solo quiero que estemos bien! Por favor cuentame qué pasa? :O;0;BAJO_RIESGO
TWEET;Solo te quiero a tiiiiiii Mi Sol mi cielo mi todo mi amor hermosa estoy templado de la mujer más hermosa que pueda haber! ?;0;BAJO_RIESGO
COMENTARIO_FB;Solo tu eres dueña de mi corazón te quiero mucho querida esposa.;0;BAJO_RIESGO
TWEET;Solo tu me haces feliz?;0;BAJO_RIESGO
TWEET;Solo tú me haces más feliz de lo que creí que podría llegar a ser;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Solo tuyo es y será mi corazón por siempre bebé;0;BAJO_RIESGO
TWEET;Somos un equipo mi amor vamos a salir adelante! :D;0;BAJO_RIESGO
TWEET;"Son más años pero bueeeeno ??
Un abrazo gigante preciosa!! Te admiro por todo lo que eres!!! ?? https://t.co/tvfNIegC0G";0;BAJO_RIESGO
COMENTARIO_FB;Sonríe bebecita no te enojes ahora sí te voy a contestar :(;0;BAJO_RIESGO
TWEET;Soy así por que estoy completamente enamorado de ti. https://t.co/iyyYLHDc2w;0;BAJO_RIESGO
CHAT;Soy el hombre más afortunado del mundo por poder tenerte cerca por ser tu mejor amigo por ser el que te protege te quiero;0;BAJO_RIESGO
TWEET;Soy el hombre más feliz del planeta gracias a esa niña te amo tanto tanto ??????????????????????;0;BAJO_RIESGO
TWEET;Soy feliz cuando llego a casa y me reciben con un beso y ¿un como te fue hoy mi amor ? ???? por eso te amo!;0;BAJO_RIESGO
COMENTARIO_FB;soy feo y eres fea lastima para mi eres hermosamente bella y creeme que como tu eres por eso te quiero ? jaja mi esposa;0;BAJO_RIESGO
COMENTARIO_FB;Tal vez y sea casualidad o simple destino pero sin duda conocerte fue por algo.;0;BAJO_RIESGO
COMENTARIO_FB;Talvez y no te lo digo a diario pero te amo con el corazón y para siempre.;0;BAJO_RIESGO
CHAT;También salí tarde del trabajo :( Y este trafico de shit que no ayuda!!! Voy en camino pero creo que voy a llegar tarde por favor espérame :( ;0;BAJO_RIESGO
TWEET;Tan bella como el atardecer te quiero ver los ojos todos los días de mi vida flaquita linda ?;0;BAJO_RIESGO
COMENTARIO_FB;Tantas personas en el mundo pero mi corazón te eligio a ti.;0;BAJO_RIESGO
COMENTARIO_FB;te acompaño? Vamos de camino comemos un heladito asi bien taipa :D;0;BAJO_RIESGO
TWEET;Te admiro mucho preciosa gracias por ser mi chica :D;0;BAJO_RIESGO
TWEET;Te admiro mucho y estoy enamorado de ti por que eres una persona de lucha una persona de lucha fuerza y mucho pero mucho amor ?;0;BAJO_RIESGO
TWEET;Te admiro mucho eres un persona de gran espíritu y valiente además de ser una mujer admirable https://t.co/lHTaLaVSDE;0;BAJO_RIESGO
TWEET;Te admiro mucho gracias por sacarme de ese hoyo en el que estaba tu me salvaste preciosa no sería el hombre que soy si no me hubieras dado una oportunidad gracias por confiar en mi :D;0;BAJO_RIESGO
TWEET;Te admiro tanto...eres una persona digna de respeto amor y admiración :3;0;BAJO_RIESGO
TWEET;Te admiro y te respeto…mis Palabras de amor del bueno <3;0;BAJO_RIESGO
COMENTARIO_FB;Te amare sin condiciones y porque es lo que más deseo desde lo más profundo de mi corazón.;0;BAJO_RIESGO
COMENTARIO_FB;Te amé antes de que naciéramos te amé cuando nos conocimos y hoy que estamos juntos te prometo que te amare hasta que muera.;0;BAJO_RIESGO
TWEET;Te amo azul eres mi amor . Eres todo QUIERO PASEAR CONTIGO TU TAMBIÉN ME CURAS CON TU INFANTILES JUEGOS  que te beso la sombra… https://t.co/yZu92eAmbv;0;BAJO_RIESGO
TWEET;Te amo con lo que soy mi amor y gracias por hacerme el chico más feliz del mundo.  Te amo con locura <3 https://t.co/MZSuEoQI0V;0;BAJO_RIESGO
TWEET;Te amo con todo mi corazón amor. Gracias por hacer esto y por hacerme sentir tan feliz te quiero y siempre te voy a querer :3;0;BAJO_RIESGO
CHAT;Te amo conejita estoy enamorado de ti y no olvido lo mucho que me amas lo que haces por mí y lo valor con todo mi corazón no te olvides que te amo ? ;0;BAJO_RIESGO
TWEET;TE amo demasiado como para negarlo jajaja ya pero no me hagas roche ps XD si eres preciosa como no me voy a enamorar entiendeme ps xD;0;BAJO_RIESGO
COMENTARIO_FB;Te amo desde el primer beso hasta mi último suspiro lindo día mi princesa.;0;BAJO_RIESGO
TWEET;Te amo enorme mi amor hermoso @_Unsettled ???;0;BAJO_RIESGO
TWEET;te amo infinito me haces increíblemente feliz y saber que al mismo tiempo tú estás feliz  https://t.co/n3BfoYmmjy;0;BAJO_RIESGO
TWEET;Te amo más ??? Estoy súper enamorado de ti justo por eso quiero saber qué opinas te mandé unas fotos!;0;BAJO_RIESGO
TWEET;Te amo mas que a nada en el mundo gracias por existír por formar parte se mi vida por estar siempre A MI LADO! :D;0;BAJO_RIESGO
TWEET;Te amo mi vida. Ojalá sean muchísimos más a tu lado me haces la persona más feliz en este mundo??? https://t.co/QdBnBUkmpe;0;BAJO_RIESGO
TWEET;te amo muchisimo más mi amor te lo juro y te lo sigo jurando toda mi vida te quiero conmigo para ser felices siempre ?;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;te amo muchisimo y me anima mucho saber que estas feliz de estar conmigo. Siempre juntos :3;0;BAJO_RIESGO
TWEET;Te amo mucho solo tú me haces feliz mi cielo gracias por llenarme de alegrías Yessica Fernandez Orjuela eres la luz… https://t.co/oFbU4PkZB1;0;BAJO_RIESGO
COMENTARIO_FB;Te amo mucho te quiero mucho y tenía que decírtelo bebecita;0;BAJO_RIESGO
TWEET;Te amo mucho. Gracias a ti Eres lo más precioso que me ha pasado y ya me haces feliz..  Estás logrando tu objetivo.;0;BAJO_RIESGO
COMENTARIO_FB;Te amo no por algo que tienes sino por lo que siento al estar a tu lado.;0;BAJO_RIESGO
COMENTARIO_FB;Te amo no por lo perfecta que eres sino por como volviste mi mundo perfecto al estar contigo.;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Te amo nunca te olvides ni lo dudes preciosa buenas noches!;0;BAJO_RIESGO
TWEET;te amo por como eres. Estamos para ayudarnos <3 no te preocupes!;0;BAJO_RIESGO
CHAT;Te amo por la gran mujer que eres estoy orgulloso de ser tu novio eres tan especial que no sé que me viste pero no te vayas nunca de mi vida ?;0;BAJO_RIESGO
TWEET;Te amo por las cosas especiales por cómo ríes la forma única que me demuestras amor por cómo me ves y con una sonrisa tan linda… https://t.co/E53EptT68p;0;BAJO_RIESGO
TWEET;Te amo por lo que eres te amo por las partes que has reconstruido de mí te amo porque llegaste a ayudarme  https://t.co/9BSFtHawUz;0;BAJO_RIESGO
COMENTARIO_FB;Te amo sin tiempos ni espacios con el alma y la vida. Te amo hasta allá donde no existe el olvido.;0;BAJO_RIESGO
TWEET;Te amo tannnto quiero verte bien siempre mi amor ? feliz  y plena!;0;BAJO_RIESGO
TWEET;Te amo tanto amor de mi vida lo único que quiero es hacerte feliz mi amor te extraño tanto mi cuchi mía te amo con mi corazón… https://t.co/1cSAMzJFd9;0;BAJO_RIESGO
TWEET;Te amo vida mía! Me alegras los días! no hay nadie como tu <3;0;BAJO_RIESGO
COMENTARIO_FB;Te amo y nunca me cansare de hacerlo.;0;BAJO_RIESGO
COMENTARIO_FB;Te amo y te amare por siempre y aunque ahora siento que te extraño se que algún día volveré a verte.;0;BAJO_RIESGO
COMENTARIO_FB;Te amo Zuceé Torres vamos a luchar.. Y hacer lo posible por seguir juntos.. Nuestro amor es para siempre..;0;BAJO_RIESGO
TWEET;te amo! me haces un poquito más feliz todos los días tu música me da mucha paz y me tranquilizaS ME HACES FELIZ DE VERDAD!;0;BAJO_RIESGO
TWEET;Te amo gracias por este tiempo a mi lado enseñándome tantas cosas del amor por cuidar mis sueños y estar conmigo… https://t.co/QHrzOAwP1c;0;BAJO_RIESGO
TWEET;Te amo solcito. Llenas mi vida de amor y felicidad. Solo quiero que estés bien y feliz siempre. ;0;BAJO_RIESGO
CHAT;Te amoooooo mi amor y gracias a Dios que me puso en tu camino y me diste la oportunidad de llenarte de amor el resto de nuestras vidas;0;BAJO_RIESGO
COMENTARIO_FB;Te amoooooooooo mi amoor con todo este corazon gordito XD;0;BAJO_RIESGO
COMENTARIO_FB;Te amor mi amor porque aunque estés lejos yo te siento tan cerca.;0;BAJO_RIESGO
CHAT;Te convertiste en la persona más importante de mi vida desde que aceptaste mi solicitud y me has hecho el hombre más feliz por ser tu esposo gracias por todo bonita te amo;0;BAJO_RIESGO
COMENTARIO_FB;Te deseo una linda noche y un bello despertar.;0;BAJO_RIESGO
TWEET;Te doy todo mi amor porque eres todo lo que quiero.;0;BAJO_RIESGO
TWEET;"Te envío mi amor mi fuerza  mi cariño y mi respeto ;)";0;BAJO_RIESGO
COMENTARIO_FB;Te extrañare siempre porque desde un principio te quise como a nadie.;0;BAJO_RIESGO
TWEET;Te extrañé mucho!! Como has estado?? Cuentame que hiciste en mi ausencia :D;0;BAJO_RIESGO
TWEET;te extrañé un montón! Como estuvo tu viaje! Cuentamelo todo!!!;0;BAJO_RIESGO
COMENTARIO_FB;Te extraño mi amor llamame cuando puedas;0;BAJO_RIESGO
TWEET;Te extraño mi niña solo escribeme a penas aterrice el avión si?;0;BAJO_RIESGO
COMENTARIO_FB;Te extraño mucho mamacita;0;BAJO_RIESGO
TWEET;Te extraño tanto me haces tanta falta tu voz y tu manera de hacerme feliz te amo y te voy a esperar el tiempo  https://t.co/qxIUkXZ1tX;0;BAJO_RIESGO
COMENTARIO_FB;Te extraño tu sabes cuánto te quiero. Cada domingo necesito tus abrazos;0;BAJO_RIESGO
CHAT;Te felicito por lo de tu presentación! Estuvo genial! Toda una profesional mi chica :3 Estoy pechugón por ti amor!;0;BAJO_RIESGO
TWEET;Te he dicho que te quiero hoy día? Jaja es necesario :D Para que no te vayas a olvidar <3;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;te he visto en tus peores momentos y con todo te seguiría amando para siempre bebé ????;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;te imaginas dos gemelitas? Va a ser genial mi amorcito bien bonitas como tu me derrito :3;0;BAJO_RIESGO
TWEET;te juro que me muero por demostrarte amor como siempre lo hice pero todavía me duele y no quiero tirar todo el esfuerzo;0;BAJO_RIESGO
TWEET;Te lo mereces todo por tu amor incondicional al carnaval desde niño. Harás feliz a todos los tuyos https://t.co/CnuKxdYg6k;0;BAJO_RIESGO
TWEET;te mandaré fotos todo el día no siempre se viene a europa además me podré imaginar que hemos venido juntos ?;0;BAJO_RIESGO
TWEET;Te mando fotos! Ya aterrizamos y yo solo pienso en ti… en tu sonrisa… te extraño te seguiré mandando fotos de todo lo curioso que encuentre ?;0;BAJO_RIESGO
TWEET;te mando un beso mi sol  descansa q te voy a despertar con mucho amor  gracias por este ratito  porq me hace bien estar contigo https://t.co/NTTD0IfBqS;0;BAJO_RIESGO
TWEET;Te mereces el cielo y el mundo entero cariño me salvaste de una buena!!! Como te fue a ti?;0;BAJO_RIESGO
TWEET;Te mereces sinceridad respeto y amor eres increible;0;BAJO_RIESGO
TWEET;Te prometo amor incondicional respeto cariño paciencia libertad confianza apoyo y muchas cosas más https://t.co/dMM8BetXn4;0;BAJO_RIESGO
TWEET;Te prometo que si no sueltas mi mano yo tampoco soltaré la tuya. Te prometo que si te quedas conmigo jamás te pediré nada que pudiera hacerte daño … https://t.co/VKIkyF5YuJ;0;BAJO_RIESGO
TWEET;Te puedo yo jurar ante un altar mi amor sincero a todo el mundo le puedes contar que si te quiero.;0;BAJO_RIESGO
TWEET;Te quiero aquí bien cerquita a mí vida alegrando mis días muy feliz en mis brazos mi amor. ?? https://t.co/ZQr4VGcoVZ;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero así como eres te quiero con tus defectos y tus virtudes te quiero y espero que juntos nos amemos hasta la eternidad.;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero así sin preguntas y sin respuestas.;0;BAJO_RIESGO
TWEET;Te quiero como nunca he querido y me haces tanta falta mi amor.;0;BAJO_RIESGO
TWEET;Te quiero con toda mi alma allá donde estés yo estaré contigo y tu estarás conmigo. Pero dime una cosa...fuiste fe… https://t.co/TUgZDnZSLs;0;BAJO_RIESGO
TWEET;te quiero con todo mi corazón;0;BAJO_RIESGO
TWEET;Te quiero de verdad y sé que podremos con lo que sea que venga! No temas! Juntos podemos todo!;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero en mi vida en mis momentos felices y tristes y siempre en mi corazón.;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero más que al arroz con pollo;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero mi amor :3;0;BAJO_RIESGO
TWEET;Te quiero mi amor ??? cómo has estado? Como te fue con los del equipo b?;0;BAJO_RIESGO
TWEET;Te quiero mi amor y siempre te querré;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;te quiero muchisimo cuidate jajaj ya de ahí me cuentas ?;0;BAJO_RIESGO
TWEET;Te quiero mucho amor.???? https://t.co/0fTRpWFoFE;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero mucho mas que ayer.;0;BAJO_RIESGO
TWEET;te quiero mucho mi amor ???? https://t.co/R22FTrayyl;0;BAJO_RIESGO
COMENTARIO_FB;Te quiero mucho recuerda estas palabras porque las mantendré siempre presenté en nuestras vidas.;0;BAJO_RIESGO
TWEET;te quiero muchoo eres un angelito y un amor ? te amo de verdad te amo!;0;BAJO_RIESGO
TWEET;Te quiero siempre con esa brillante y linda sonrisita amor mio.?? https://t.co/aiX8i1AEFq;0;BAJO_RIESGO
TWEET;Te quiero tanto tanto tanto amor que ya no puedo masssssss;0;BAJO_RIESGO
TWEET;Te Quiero Tantooooo Y sólo entre tus brazos soy capaz de sentir amor  y hay solo una razóooooon. Te quiero ??;0;BAJO_RIESGO
TWEET;Te quiero y no te quiero perder invítame a otro amanecer tú me haces nacer que tú me haces feliz??;0;BAJO_RIESGO
CHAT;Te quiero y te voy a apoyar con cada latido de mi corazon! Se que no tengo mucho pero barra no te va a faltar! Soy tu admirador eres una mujer ejemplar!;0;BAJO_RIESGO
TWEET;Te quiero no te miento pero el amor no quita conocimiento;0;BAJO_RIESGO
TWEET;Te quiero. Y verás como lo consigues. Estoy deseando pasar el resto de mi vida contigo.;0;BAJO_RIESGO
TWEET;Te respeto debe ser una locura lo de estudiar y trabajar al mismo tiempo pero te felicito y bueno soy tu fan XD;0;BAJO_RIESGO
TWEET;te respeto mucho preciosa por todo el amor que me has demostrado;0;BAJO_RIESGO
TWEET;Te respeto por el cariño que me das la atención que me prestas y paz que me transmites te mereces todo! Y más. Por… https://t.co/MIeUyt7euw;0;BAJO_RIESGO
TWEET;Te seguiré queriendo por siempre bebecita no lo dudes :D;0;BAJO_RIESGO
COMENTARIO_FB;Te tendré en mi corazón hasta que pueda tenerte entre mis brazos. Te extraño chinita;0;BAJO_RIESGO
CHAT;TE vaya a dar la gripe de nuevo! Cuidate mucho por favor amor nada de andar tomando gaseosa helada ahh que me achoro y no te llevo helado a tu casa jajaa yaa tranquila XD ?;0;BAJO_RIESGO
TWEET;Te veo y te amo con todo lo que soy mi amor!!! https://t.co/O2FjbFGwID;0;BAJO_RIESGO
TWEET;Te vi reír te vi llorar te vi caer y te vi levantarte te vi sonreír en tu peor momento y te vi brillar como a nadie  https://t.co/RyDUxeexKa;0;BAJO_RIESGO
TWEET;Ten cuidado por favor mejórte pronto trata de cuidarte aunque sea estos días hasta que te mejores!;0;BAJO_RIESGO
TWEET;Ten cuidado si van a salir tarde llamame a penas llegues;0;BAJO_RIESGO
TWEET;ten mucho cuidado que van a salir bien tarde por favor amor vayan juntas;0;BAJO_RIESGO
COMENTARIO_FB;Tenemos toda una vida para vivirla juntos pero aun así quiero decir que te quiero.;0;BAJO_RIESGO
TWEET;Tenerte a mi lado con esa hermosa sonrisa con esos hermosos ojos con esos labios tan suaves y dulces https://t.co/Rwt4tNtlH2;0;BAJO_RIESGO
COMENTARIO_FB;Tengo miles de motivos para quererte amarte y sobre todo para quedarte a tu lado.;0;BAJO_RIESGO
COMENTARIO_FB;Tengo muchas ganas de llamarte y decirte cuanto te extraño.;0;BAJO_RIESGO
COMENTARIO_FB;Tienes la sonrisa más hermosa que hace que te extrañe tanto.;0;BAJO_RIESGO
COMENTARIO_FB;Toda mi vida es tan bella gracias a que tu estas en ella.;0;BAJO_RIESGO
TWEET;Todavía recuerdo el primer día que hablé contigo… estaba nervioso pero valió la pena para comenzar nuestra historia <3;0;BAJO_RIESGO
TWEET;Todo bieeen si es así que te puedo tener sigo estando contigo estoy bieen quiero ser el amor de tu vida? https://t.co/GRyVN395aO;0;BAJO_RIESGO
COMENTARIO_FB;Todo bien por alla? Se te escucha preocupada :( cuentamee;0;BAJO_RIESGO
TWEET;Todos los días me siento el ser humano más afortunado del mundo por compartir contigo una infinidad de cosas que nos unen mas <3  https://t.co/V7pQD2IoOZ;0;BAJO_RIESGO
CHAT;Tranquila que ya te va a salir creo en ti eres una chica muy inteligente te va a salir y sacaras 20. ten calma y hazlo con paciencia :D;0;BAJO_RIESGO
COMENTARIO_FB;tranquila! No creo que se malee tanto como para jalar a todo el salon XD te va a ir bien!;0;BAJO_RIESGO
TWEET;Tu amor es más grande de lo que merezco. Gracias por estar en esta ocacion que te necesitaba a mi lado.;0;BAJO_RIESGO
TWEET;Tú cuando mires para al cielo con cada estrella que aparezca amor es un te quiero ??????;0;BAJO_RIESGO
COMENTARIO_FB;Tu eres el sol que ilumina mi amor.;0;BAJO_RIESGO
TWEET;Tú eres la persona más bonita comprensiva atractiva sexy hermosa guapa y preciosa que he conocido EN LA vida! :D;0;BAJO_RIESGO
COMENTARIO_FB;Tú eres la razón de mi vivir tú eres la razón de que yo esté aquí y por eso yo no cambio a nadie por ti.;0;BAJO_RIESGO
TWEET;Tu eres mi amor tu me haces feliz tu me motivas tu me acompañas tu me diviertes tu me salvas.??;0;BAJO_RIESGO
COMENTARIO_FB;Tú eres mi princesa yo por ti lo que sea haría lo que fuera por solo tenerte a mi lado;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Tu eres mi todo! Oye hablamos cuando se acabe la pelicula que me estan mirando feo Jajaja;0;BAJO_RIESGO
TWEET;Tu haces que me sienta feliz. Eres mi todo <3;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Tú me haces feliz eres tan diferente ????;0;BAJO_RIESGO
CHAT;Tu me haces feliz! Me haces querer ser un mejor hombre! :D y lo seré por ti bebe!;0;BAJO_RIESGO
TWEET;Tú me haces la vida más feliz más linda quédate siempre. https://t.co/5xAAuwUvxO;0;BAJO_RIESGO
TWEET;Tú me haces más feliz de lo que creí poder llegar a ser.;0;BAJO_RIESGO
TWEET;tú me haces más feliz bebé en serio que no puedo describir lo mucho que te adoro que te amo que te todo <3;0;BAJO_RIESGO
TWEET;Tu me haces muy feliz  ? tus brazos son mi lugar favorito EN EL MUNDO <3;0;BAJO_RIESGO
TWEET;Tu me haces muy feliz. Llenas mis días de cosas bellas <3;0;BAJO_RIESGO
TWEET;Tu me haces sentir el hombre más feliz y afortunado del mundo solo con tu sonrisa te amo bb;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Tú me importas Johanna me importas la mitad de mi vida. Eres mi novia y juntos podemos salir de esta;0;BAJO_RIESGO
TWEET;Tu me sabes bien cuidar lalala Tu me sabes bien guiar lalala Todo lo hace muy bien tu lalala Ser muy buena es tu virtud :3;0;BAJO_RIESGO
CHAT;tú no entiendes lo mucho que te amo. Gracias por hacerme tan feliz te prometo que valgo la pena;0;BAJO_RIESGO
COMENTARIO_FB;Tu no mereces la pena... Mereces toda mi vida entera mi amorcito;0;BAJO_RIESGO
TWEET;tú sabes lo mucho q me gustas y lo feliz q me haces el simple hecho de escuchar tu vocecita  me hace sentir bien… https://t.co/5asy3Oftb2;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;Tu sabes que eres la unica en mi corazon no me digas esas cosas… yaa a la proxima tu eliges la pelicula xD;0;BAJO_RIESGO
TWEET;tu sabes que te amo y siempre estaré ahí para ti te lo juro;0;BAJO_RIESGO
CHAT;Tú siempre me haces muy feliz :3 la vida es genial a tu lado!!;0;BAJO_RIESGO
CONVERSACION_PUBLICADA;tu sonrisa tan linda volvería loco a cualquiera preciosa;0;BAJO_RIESGO
TWEET;tu sonrisa tus ojitos tu nariz tu pelito tus lunares cada detalle hace que me enamore mas de ti te amo mucho ;0;BAJO_RIESGO
CHAT;Tu también duerme muy bien amor te quiero más. No digas que serían pesadillas pues :( Jajajaja TE AMO! Descanza. Besito estelar! ;0;BAJO_RIESGO
